no,slug,name,category,reliability,coinedYear,namedAfter,url
699,the-allais-paradox,The Allais Paradox,economics,Empirical,1953,Maurice Allais,https://conyso.com/lawtome/laws/the-allais-paradox/
700,hilberts-hotel,Hilbert's Hotel,mathematics,Heuristic,,David Hilbert,https://conyso.com/lawtome/laws/hilberts-hotel/
701,the-potato-paradox,The Potato Paradox,mathematics,Empirical,,,https://conyso.com/lawtome/laws/the-potato-paradox/
702,the-coastline-paradox,The Coastline Paradox,mathematics,Empirical,1967,,https://conyso.com/lawtome/laws/the-coastline-paradox/
703,the-reciprocity-norm,The Reciprocity Norm,psychology,Empirical,1960,,https://conyso.com/lawtome/laws/the-reciprocity-norm/
704,the-scarcity-principle,The Scarcity Principle,psychology,Empirical,1984,,https://conyso.com/lawtome/laws/the-scarcity-principle/
705,social-proof,Social Proof,psychology,Empirical,1984,,https://conyso.com/lawtome/laws/social-proof/
706,the-ben-franklin-effect,The Ben Franklin Effect,psychology,Empirical,,Benjamin Franklin,https://conyso.com/lawtome/laws/the-ben-franklin-effect/
707,the-foot-in-the-door-technique,The Foot-in-the-Door Technique,psychology,Empirical,1966,,https://conyso.com/lawtome/laws/the-foot-in-the-door-technique/
708,the-door-in-the-face-technique,The Door-in-the-Face Technique,psychology,Empirical,1975,,https://conyso.com/lawtome/laws/the-door-in-the-face-technique/
709,the-pratfall-effect,The Pratfall Effect,psychology,Empirical,1966,,https://conyso.com/lawtome/laws/the-pratfall-effect/
710,the-illusion-of-transparency,The Illusion of Transparency,psychology,Empirical,1998,,https://conyso.com/lawtome/laws/the-illusion-of-transparency/
711,the-false-consensus-effect,The False-Consensus Effect,psychology,Empirical,1977,,https://conyso.com/lawtome/laws/the-false-consensus-effect/
712,diffusion-of-responsibility,Diffusion of Responsibility,sociology,Empirical,,,https://conyso.com/lawtome/laws/diffusion-of-responsibility/
713,deindividuation,Deindividuation,sociology,Contested,1952,,https://conyso.com/lawtome/laws/deindividuation/
714,groupthink,Groupthink,management,Contested,1952,,https://conyso.com/lawtome/laws/groupthink/
715,the-overjustification-effect,The Overjustification Effect,psychology,Contested,1973,,https://conyso.com/lawtome/laws/the-overjustification-effect/
716,giffen-good,The Giffen Good,economics,Empirical,,Robert Giffen,https://conyso.com/lawtome/laws/giffen-good/
717,veblen-good,The Veblen Good,economics,Heuristic,1950,Thorstein Veblen,https://conyso.com/lawtome/laws/veblen-good/
719,the-principal-agent-problem,The Principal-Agent Problem,economics,Empirical,1976,,https://conyso.com/lawtome/laws/the-principal-agent-problem/
720,rent-seeking,Rent-Seeking,economics,Heuristic,1974,,https://conyso.com/lawtome/laws/rent-seeking/
721,dutch-disease,Dutch Disease,economics,Empirical,1977,,https://conyso.com/lawtome/laws/dutch-disease/
722,the-resource-curse,The Resource Curse,economics,Contested,1993,,https://conyso.com/lawtome/laws/the-resource-curse/
723,the-cantillon-effect,The Cantillon Effect,economics,Heuristic,,Richard Cantillon,https://conyso.com/lawtome/laws/the-cantillon-effect/
724,diminishing-marginal-utility,Diminishing Marginal Utility,economics,Heuristic,1854,,https://conyso.com/lawtome/laws/diminishing-marginal-utility/
725,the-money-illusion,The Money Illusion,economics,Contested,1928,,https://conyso.com/lawtome/laws/the-money-illusion/
726,the-fisher-effect,The Fisher Effect,economics,Empirical,,Irving Fisher,https://conyso.com/lawtome/laws/the-fisher-effect/
727,the-paradox-of-thrift,The Paradox of Thrift,economics,Contested,1936,,https://conyso.com/lawtome/laws/the-paradox-of-thrift/
728,the-liquidity-trap,The Liquidity Trap,economics,Contested,1936,,https://conyso.com/lawtome/laws/the-liquidity-trap/
729,agenda-setting-theory,Agenda-Setting Theory,media,Empirical,1972,,https://conyso.com/lawtome/laws/agenda-setting-theory/
730,cultivation-theory,Cultivation Theory,media,Contested,,,https://conyso.com/lawtome/laws/cultivation-theory/
731,the-spiral-of-silence,The Spiral of Silence,media,Contested,1974,,https://conyso.com/lawtome/laws/the-spiral-of-silence/
732,the-two-step-flow,The Two-Step Flow of Communication,media,Empirical,1955,,https://conyso.com/lawtome/laws/the-two-step-flow/
733,the-hypodermic-needle-model,The Hypodermic Needle Model,media,Contested,,,https://conyso.com/lawtome/laws/the-hypodermic-needle-model/
734,uses-and-gratifications-theory,Uses and Gratifications Theory,media,Heuristic,,,https://conyso.com/lawtome/laws/uses-and-gratifications-theory/
735,the-knowledge-gap-hypothesis,The Knowledge Gap Hypothesis,media,Empirical,1970,,https://conyso.com/lawtome/laws/the-knowledge-gap-hypothesis/
736,the-third-person-effect,The Third-Person Effect,media,Empirical,1983,,https://conyso.com/lawtome/laws/the-third-person-effect/
737,the-hostile-media-effect,The Hostile Media Effect,media,Empirical,1985,,https://conyso.com/lawtome/laws/the-hostile-media-effect/
738,the-elaboration-likelihood-model,The Elaboration Likelihood Model,psychology,Empirical,1986,,https://conyso.com/lawtome/laws/the-elaboration-likelihood-model/
739,the-sleeper-effect,The Sleeper Effect,psychology,Contested,1949,,https://conyso.com/lawtome/laws/the-sleeper-effect/
740,parasocial-interaction,Parasocial Interaction,media,Empirical,1956,,https://conyso.com/lawtome/laws/parasocial-interaction/
741,the-filter-bubble,The Filter Bubble,media,Contested,2011,,https://conyso.com/lawtome/laws/the-filter-bubble/
742,the-shepard-tone,The Shepard Tone,psychology,Empirical,1964,Roger Shepard,https://conyso.com/lawtome/laws/the-shepard-tone/
743,the-tritone-paradox,The Tritone Paradox,psychology,Empirical,1986,Diana Deutsch,https://conyso.com/lawtome/laws/the-tritone-paradox/
744,the-rubber-hand-illusion,The Rubber Hand Illusion,psychology,Empirical,1998,,https://conyso.com/lawtome/laws/the-rubber-hand-illusion/
745,the-ventriloquist-effect,The Ventriloquist Effect,psychology,Empirical,,,https://conyso.com/lawtome/laws/the-ventriloquist-effect/
746,the-phi-phenomenon,The Phi Phenomenon,psychology,Empirical,1912,,https://conyso.com/lawtome/laws/the-phi-phenomenon/
747,the-cafe-wall-illusion,The Café Wall Illusion,psychology,Empirical,1979,,https://conyso.com/lawtome/laws/the-cafe-wall-illusion/
748,troxler-fading,Troxler's Fading,psychology,Empirical,1804,Ignaz Troxler,https://conyso.com/lawtome/laws/troxler-fading/
749,the-mccollough-effect,The McCollough Effect,psychology,Empirical,1965,Celeste McCollough,https://conyso.com/lawtome/laws/the-mccollough-effect/
750,the-ponzo-illusion,The Ponzo Illusion,psychology,Empirical,1911,Mario Ponzo,https://conyso.com/lawtome/laws/the-ponzo-illusion/
751,the-kanizsa-triangle,The Kanizsa Triangle,psychology,Empirical,1955,Gaetano Kanizsa,https://conyso.com/lawtome/laws/the-kanizsa-triangle/
752,the-motion-aftereffect,The Motion Aftereffect,psychology,Empirical,1834,,https://conyso.com/lawtome/laws/the-motion-aftereffect/
753,the-stroop-effect,The Stroop Effect,psychology,Empirical,1935,John Ridley Stroop,https://conyso.com/lawtome/laws/the-stroop-effect/
754,the-mueller-lyer-illusion,The Müller-Lyer Illusion,psychology,Contested,1889,Franz Carl Müller-Lyer,https://conyso.com/lawtome/laws/the-mueller-lyer-illusion/
755,ethos-pathos-logos,"Ethos, Pathos, Logos",philosophy,Heuristic,,,https://conyso.com/lawtome/laws/ethos-pathos-logos/
756,kairos,Kairos,philosophy,Heuristic,,,https://conyso.com/lawtome/laws/kairos/
757,the-toulmin-model,The Toulmin Model,logic,Heuristic,1958,Stephen Toulmin,https://conyso.com/lawtome/laws/the-toulmin-model/
758,the-socratic-method,The Socratic Method,logic,Heuristic,,Socrates,https://conyso.com/lawtome/laws/the-socratic-method/
759,the-principle-of-charity,The Principle of Charity,logic,Heuristic,1959,,https://conyso.com/lawtome/laws/the-principle-of-charity/
760,reductio-ad-absurdum,Reductio ad Absurdum,logic,Empirical,,,https://conyso.com/lawtome/laws/reductio-ad-absurdum/
761,the-burden-of-proof,The Burden of Proof,logic,Heuristic,,,https://conyso.com/lawtome/laws/the-burden-of-proof/
762,the-golden-mean,The Golden Mean,philosophy,Heuristic,,,https://conyso.com/lawtome/laws/the-golden-mean/
763,the-principle-of-sufficient-reason,The Principle of Sufficient Reason,philosophy,Contested,,,https://conyso.com/lawtome/laws/the-principle-of-sufficient-reason/
764,the-law-of-noncontradiction,The Law of Noncontradiction,logic,Heuristic,,,https://conyso.com/lawtome/laws/the-law-of-noncontradiction/
765,the-principle-of-explosion,The Principle of Explosion,logic,Empirical,,,https://conyso.com/lawtome/laws/the-principle-of-explosion/
766,the-steel-man,The Steel Man,logic,Heuristic,2011,,https://conyso.com/lawtome/laws/the-steel-man/
767,the-rule-of-three,The Rule of Three,media,Heuristic,,,https://conyso.com/lawtome/laws/the-rule-of-three/
768,the-circle-of-fifths,The Circle of Fifths,media,Empirical,,,https://conyso.com/lawtome/laws/the-circle-of-fifths/
769,equal-temperament,Equal Temperament,media,Empirical,,,https://conyso.com/lawtome/laws/equal-temperament/
770,the-harmonic-series,The Harmonic Series,physics,Empirical,,,https://conyso.com/lawtome/laws/the-harmonic-series/
771,consonance-and-dissonance,Consonance and Dissonance,media,Contested,,,https://conyso.com/lawtome/laws/consonance-and-dissonance/
772,just-intonation,Just Intonation,media,Empirical,,,https://conyso.com/lawtome/laws/just-intonation/
773,the-pythagorean-comma,The Pythagorean Comma,physics,Empirical,,,https://conyso.com/lawtome/laws/the-pythagorean-comma/
774,the-missing-fundamental,The Missing Fundamental,psychology,Empirical,,,https://conyso.com/lawtome/laws/the-missing-fundamental/
775,helmholtz-resonance,Helmholtz Resonance,physics,Empirical,,Hermann von Helmholtz,https://conyso.com/lawtome/laws/helmholtz-resonance/
776,the-precedence-effect,The Precedence Effect,psychology,Empirical,1949,,https://conyso.com/lawtome/laws/the-precedence-effect/
777,beats,Beats,physics,Empirical,,,https://conyso.com/lawtome/laws/beats/
778,the-critical-band,The Critical Band,psychology,Empirical,,,https://conyso.com/lawtome/laws/the-critical-band/
779,the-rule-of-thirds,The Rule of Thirds,media,Heuristic,1797,,https://conyso.com/lawtome/laws/the-rule-of-thirds/
780,form-follows-function,Form Follows Function,technology,Heuristic,1896,Louis Sullivan,https://conyso.com/lawtome/laws/form-follows-function/
781,the-coanda-effect,The Coandă Effect,physics,Empirical,,Henri Coandă,https://conyso.com/lawtome/laws/the-coanda-effect/
782,the-venturi-effect,The Venturi Effect,physics,Empirical,1797,Giovanni Battista Venturi,https://conyso.com/lawtome/laws/the-venturi-effect/
783,the-karman-vortex-street,The Kármán Vortex Street,physics,Empirical,,Theodore von Kármán,https://conyso.com/lawtome/laws/the-karman-vortex-street/
784,the-rayleigh-taylor-instability,The Rayleigh-Taylor Instability,physics,Empirical,,Lord Rayleigh and G. I. Taylor,https://conyso.com/lawtome/laws/the-rayleigh-taylor-instability/
785,the-kelvin-helmholtz-instability,The Kelvin-Helmholtz Instability,physics,Empirical,,Lord Kelvin and Hermann von Helmholtz,https://conyso.com/lawtome/laws/the-kelvin-helmholtz-instability/
786,cavitation,Cavitation,physics,Empirical,,,https://conyso.com/lawtome/laws/cavitation/
787,the-marangoni-effect,The Marangoni Effect,physics,Empirical,1865,Carlo Marangoni,https://conyso.com/lawtome/laws/the-marangoni-effect/
788,the-leidenfrost-effect,The Leidenfrost Effect,physics,Empirical,1756,Johann Gottlob Leidenfrost,https://conyso.com/lawtome/laws/the-leidenfrost-effect/
789,the-tyndall-effect,The Tyndall Effect,physics,Empirical,,John Tyndall,https://conyso.com/lawtome/laws/the-tyndall-effect/
790,surface-tension,Surface Tension,physics,Empirical,,,https://conyso.com/lawtome/laws/surface-tension/
791,terminal-velocity,Terminal Velocity,physics,Empirical,,,https://conyso.com/lawtome/laws/terminal-velocity/
792,capillary-action,Capillary Action,physics,Empirical,,,https://conyso.com/lawtome/laws/capillary-action/
793,the-brazil-nut-effect,The Brazil Nut Effect,physics,Contested,,,https://conyso.com/lawtome/laws/the-brazil-nut-effect/
794,lagrange-points,Lagrange Points,astronomy,Empirical,,Joseph-Louis Lagrange,https://conyso.com/lawtome/laws/lagrange-points/
795,the-hohmann-transfer-orbit,The Hohmann Transfer Orbit,astronomy,Empirical,1925,Walter Hohmann,https://conyso.com/lawtome/laws/the-hohmann-transfer-orbit/
796,tidal-locking,Tidal Locking,astronomy,Empirical,,,https://conyso.com/lawtome/laws/tidal-locking/
797,the-oberth-effect,The Oberth Effect,astronomy,Empirical,1927,Hermann Oberth,https://conyso.com/lawtome/laws/the-oberth-effect/
798,the-hill-sphere,The Hill Sphere,astronomy,Empirical,,George William Hill,https://conyso.com/lawtome/laws/the-hill-sphere/
799,gravity-assist,Gravity Assist,astronomy,Empirical,,,https://conyso.com/lawtome/laws/gravity-assist/
800,the-roche-lobe,The Roche Lobe,astronomy,Empirical,,Édouard Roche,https://conyso.com/lawtome/laws/the-roche-lobe/
801,orbital-resonance,Orbital Resonance,astronomy,Empirical,,,https://conyso.com/lawtome/laws/orbital-resonance/
802,the-oort-cloud,The Oort Cloud,astronomy,Contested,1950,Jan Oort,https://conyso.com/lawtome/laws/the-oort-cloud/
803,the-karman-line,The Kármán Line,astronomy,Heuristic,,Theodore von Kármán,https://conyso.com/lawtome/laws/the-karman-line/
804,escape-velocity,Escape Velocity,physics,Empirical,,,https://conyso.com/lawtome/laws/escape-velocity/
805,the-goldilocks-zone,The Goldilocks Zone,astronomy,Heuristic,,,https://conyso.com/lawtome/laws/the-goldilocks-zone/
806,retrograde-motion,Retrograde Motion,astronomy,Empirical,,,https://conyso.com/lawtome/laws/retrograde-motion/
807,the-maillard-reaction,The Maillard Reaction,chemistry,Empirical,1912,Louis-Camille Maillard,https://conyso.com/lawtome/laws/the-maillard-reaction/
808,caramelization,Caramelization,chemistry,Empirical,,,https://conyso.com/lawtome/laws/caramelization/
809,gelatinization,Gelatinization,chemistry,Empirical,,,https://conyso.com/lawtome/laws/gelatinization/
810,emulsion,Emulsion,chemistry,Empirical,,,https://conyso.com/lawtome/laws/emulsion/
811,protein-denaturation,Protein Denaturation,biology,Empirical,,,https://conyso.com/lawtome/laws/protein-denaturation/
812,fermentation,Fermentation,biology,Empirical,,,https://conyso.com/lawtome/laws/fermentation/
813,the-gluten-network,The Gluten Network,chemistry,Empirical,,,https://conyso.com/lawtome/laws/the-gluten-network/
814,the-scoville-scale,The Scoville Scale,chemistry,Empirical,1912,Wilbur Scoville,https://conyso.com/lawtome/laws/the-scoville-scale/
815,umami,Umami,biology,Empirical,1908,,https://conyso.com/lawtome/laws/umami/
816,pasteurization,Pasteurization,biology,Empirical,,Louis Pasteur,https://conyso.com/lawtome/laws/pasteurization/
817,enzymatic-browning,Enzymatic Browning,chemistry,Empirical,,,https://conyso.com/lawtome/laws/enzymatic-browning/
818,the-smoke-point,The Smoke Point,chemistry,Empirical,,,https://conyso.com/lawtome/laws/the-smoke-point/
819,curing,Curing,chemistry,Empirical,,,https://conyso.com/lawtome/laws/curing/
820,additive-color,Additive Color,physics,Empirical,,,https://conyso.com/lawtome/laws/additive-color/
821,subtractive-color,Subtractive Color,physics,Empirical,,,https://conyso.com/lawtome/laws/subtractive-color/
822,complementary-colors,Complementary Colors,physics,Empirical,,,https://conyso.com/lawtome/laws/complementary-colors/
823,color-constancy,Color Constancy,psychology,Empirical,,,https://conyso.com/lawtome/laws/color-constancy/
824,the-afterimage,The Afterimage,psychology,Empirical,,,https://conyso.com/lawtome/laws/the-afterimage/
825,simultaneous-contrast,Simultaneous Contrast,psychology,Empirical,1839,Michel-Eugène Chevreul,https://conyso.com/lawtome/laws/simultaneous-contrast/
826,the-purkinje-effect,The Purkinje Effect,psychology,Empirical,1819,Jan Evangelista Purkyně,https://conyso.com/lawtome/laws/the-purkinje-effect/
827,trichromacy,Trichromacy,psychology,Empirical,,,https://conyso.com/lawtome/laws/trichromacy/
828,the-opponent-process-theory,The Opponent-Process Theory,psychology,Empirical,,Ewald Hering,https://conyso.com/lawtome/laws/the-opponent-process-theory/
829,metamerism,Metamerism,physics,Empirical,,,https://conyso.com/lawtome/laws/metamerism/
830,color-temperature,Color Temperature,physics,Empirical,,,https://conyso.com/lawtome/laws/color-temperature/
831,color-blindness,Color Blindness,medicine,Empirical,,,https://conyso.com/lawtome/laws/color-blindness/
832,the-benham-top,Benham's Top,psychology,Contested,,Charles Benham,https://conyso.com/lawtome/laws/the-benham-top/
833,the-milgram-experiment,The Milgram Experiment,psychology,Contested,1961,Stanley Milgram,https://conyso.com/lawtome/laws/the-milgram-experiment/
834,the-stanford-prison-experiment,The Stanford Prison Experiment,psychology,Contested,1971,,https://conyso.com/lawtome/laws/the-stanford-prison-experiment/
835,the-little-albert-experiment,The Little Albert Experiment,psychology,Contested,1920,,https://conyso.com/lawtome/laws/the-little-albert-experiment/
836,classical-conditioning,Classical Conditioning,psychology,Empirical,,,https://conyso.com/lawtome/laws/classical-conditioning/
837,operant-conditioning,Operant Conditioning,psychology,Empirical,,,https://conyso.com/lawtome/laws/operant-conditioning/
838,the-bobo-doll-experiment,The Bobo Doll Experiment,psychology,Empirical,1961,,https://conyso.com/lawtome/laws/the-bobo-doll-experiment/
839,the-marshmallow-test,The Marshmallow Test,psychology,Contested,,,https://conyso.com/lawtome/laws/the-marshmallow-test/
840,the-asch-conformity-experiments,The Asch Conformity Experiments,psychology,Empirical,1951,Solomon Asch,https://conyso.com/lawtome/laws/the-asch-conformity-experiments/
841,the-harlow-experiments,The Harlow Experiments,psychology,Empirical,,Harry Harlow,https://conyso.com/lawtome/laws/the-harlow-experiments/
842,the-robbers-cave-experiment,The Robbers Cave Experiment,psychology,Contested,1954,,https://conyso.com/lawtome/laws/the-robbers-cave-experiment/
843,the-rosenhan-experiment,The Rosenhan Experiment,psychology,Contested,1973,David Rosenhan,https://conyso.com/lawtome/laws/the-rosenhan-experiment/
844,the-skinner-box,The Skinner Box,psychology,Empirical,,B. F. Skinner,https://conyso.com/lawtome/laws/the-skinner-box/
845,learned-helplessness,Learned Helplessness,psychology,Empirical,1967,,https://conyso.com/lawtome/laws/learned-helplessness/
846,the-double-slit-experiment,The Double-Slit Experiment,physics,Empirical,,,https://conyso.com/lawtome/laws/the-double-slit-experiment/
847,the-michelson-morley-experiment,The Michelson-Morley Experiment,physics,Empirical,1887,,https://conyso.com/lawtome/laws/the-michelson-morley-experiment/
848,the-millikan-oil-drop-experiment,The Millikan Oil-Drop Experiment,physics,Empirical,1913,Robert A. Millikan,https://conyso.com/lawtome/laws/the-millikan-oil-drop-experiment/
849,the-rutherford-gold-foil-experiment,The Rutherford Gold Foil Experiment,physics,Empirical,1911,Ernest Rutherford,https://conyso.com/lawtome/laws/the-rutherford-gold-foil-experiment/
850,the-cavendish-experiment,The Cavendish Experiment,physics,Empirical,1798,Henry Cavendish,https://conyso.com/lawtome/laws/the-cavendish-experiment/
851,the-foucault-pendulum,The Foucault Pendulum,physics,Empirical,1851,Léon Foucault,https://conyso.com/lawtome/laws/the-foucault-pendulum/
852,the-stern-gerlach-experiment,The Stern-Gerlach Experiment,physics,Empirical,1922,Otto Stern and Walther Gerlach,https://conyso.com/lawtome/laws/the-stern-gerlach-experiment/
853,eratosthenes-measurement-of-the-earth,Eratosthenes' Measurement of the Earth,astronomy,Empirical,,Eratosthenes,https://conyso.com/lawtome/laws/eratosthenes-measurement-of-the-earth/
854,the-franck-hertz-experiment,The Franck-Hertz Experiment,physics,Empirical,1914,James Franck and Gustav Hertz,https://conyso.com/lawtome/laws/the-franck-hertz-experiment/
855,the-eddington-eclipse-experiment,The Eddington Eclipse Experiment,astronomy,Empirical,1919,Arthur Eddington,https://conyso.com/lawtome/laws/the-eddington-eclipse-experiment/
856,galileos-inclined-plane,Galileo's Inclined Plane,physics,Empirical,1638,Galileo Galilei,https://conyso.com/lawtome/laws/galileos-inclined-plane/
857,the-cathode-ray-experiment,Thomson's Cathode Ray Experiment,physics,Empirical,1897,J. J. Thomson,https://conyso.com/lawtome/laws/the-cathode-ray-experiment/
858,the-davisson-germer-experiment,The Davisson-Germer Experiment,physics,Empirical,1927,Clinton Davisson and Lester Germer,https://conyso.com/lawtome/laws/the-davisson-germer-experiment/
859,mendels-pea-experiments,Mendel's Pea Experiments,biology,Empirical,,Gregor Mendel,https://conyso.com/lawtome/laws/mendels-pea-experiments/
860,the-miller-urey-experiment,The Miller-Urey Experiment,biology,Empirical,1953,Stanley Miller and Harold Urey,https://conyso.com/lawtome/laws/the-miller-urey-experiment/
861,the-hershey-chase-experiment,The Hershey-Chase Experiment,biology,Empirical,1952,Alfred Hershey and Martha Chase,https://conyso.com/lawtome/laws/the-hershey-chase-experiment/
862,the-meselson-stahl-experiment,The Meselson-Stahl Experiment,biology,Empirical,1958,Matthew Meselson and Franklin Stahl,https://conyso.com/lawtome/laws/the-meselson-stahl-experiment/
863,the-griffith-experiment,Griffith's Experiment,biology,Empirical,1928,Frederick Griffith,https://conyso.com/lawtome/laws/the-griffith-experiment/
864,the-avery-macleod-mccarty-experiment,The Avery-MacLeod-McCarty Experiment,biology,Empirical,1944,"Oswald Avery, Colin MacLeod, and Maclyn McCarty",https://conyso.com/lawtome/laws/the-avery-macleod-mccarty-experiment/
865,redis-experiment,Redi's Experiment,biology,Empirical,1668,Francesco Redi,https://conyso.com/lawtome/laws/redis-experiment/
866,pasteurs-swan-neck-flask-experiment,Pasteur's Swan-Neck Flask Experiment,biology,Empirical,,Louis Pasteur,https://conyso.com/lawtome/laws/pasteurs-swan-neck-flask-experiment/
867,wohlers-urea-synthesis,Wöhler's Urea Synthesis,chemistry,Empirical,1828,Friedrich Wöhler,https://conyso.com/lawtome/laws/wohlers-urea-synthesis/
868,lavoisier-and-combustion,Lavoisier and Combustion,chemistry,Empirical,,Antoine Lavoisier,https://conyso.com/lawtome/laws/lavoisier-and-combustion/
869,photo-51,Photo 51,biology,Empirical,1952,,https://conyso.com/lawtome/laws/photo-51/
870,the-luria-delbruck-experiment,The Luria-Delbrück Experiment,biology,Empirical,1943,Salvador Luria and Max Delbrück,https://conyso.com/lawtome/laws/the-luria-delbruck-experiment/
871,mendeleev-periodic-table,Mendeleev's Periodic Table,chemistry,Empirical,1869,Dmitri Mendeleev,https://conyso.com/lawtome/laws/mendeleev-periodic-table/
872,piagets-stages-of-cognitive-development,Piaget's Stages of Cognitive Development,psychology,Contested,,Jean Piaget,https://conyso.com/lawtome/laws/piagets-stages-of-cognitive-development/
873,the-zone-of-proximal-development,The Zone of Proximal Development,psychology,Heuristic,,Lev Vygotsky,https://conyso.com/lawtome/laws/the-zone-of-proximal-development/
874,eriksons-stages-of-psychosocial-development,Erikson's Stages of Psychosocial Development,psychology,Heuristic,1950,Erik Erikson,https://conyso.com/lawtome/laws/eriksons-stages-of-psychosocial-development/
875,kohlbergs-stages-of-moral-development,Kohlberg's Stages of Moral Development,psychology,Contested,,Lawrence Kohlberg,https://conyso.com/lawtome/laws/kohlbergs-stages-of-moral-development/
876,blooms-taxonomy,Bloom's Taxonomy,psychology,Heuristic,1956,Benjamin Bloom,https://conyso.com/lawtome/laws/blooms-taxonomy/
877,attachment-theory,Attachment Theory,psychology,Empirical,,John Bowlby,https://conyso.com/lawtome/laws/attachment-theory/
878,the-theory-of-mind,Theory of Mind,psychology,Empirical,1978,,https://conyso.com/lawtome/laws/the-theory-of-mind/
879,gardners-multiple-intelligences,Gardner's Multiple Intelligences,psychology,Contested,1983,Howard Gardner,https://conyso.com/lawtome/laws/gardners-multiple-intelligences/
880,the-strange-situation,The Strange Situation,psychology,Empirical,,Mary Ainsworth,https://conyso.com/lawtome/laws/the-strange-situation/
881,maslows-hierarchy-of-needs,Maslow's Hierarchy of Needs,psychology,Contested,1943,Abraham Maslow,https://conyso.com/lawtome/laws/maslows-hierarchy-of-needs/
882,the-big-five-personality-traits,The Big Five Personality Traits,psychology,Empirical,,,https://conyso.com/lawtome/laws/the-big-five-personality-traits/
883,cognitive-load-theory,Cognitive Load Theory,psychology,Empirical,,John Sweller,https://conyso.com/lawtome/laws/cognitive-load-theory/
884,self-determination-theory,Self-Determination Theory,psychology,Empirical,,Edward Deci and Richard Ryan,https://conyso.com/lawtome/laws/self-determination-theory/
885,the-social-contract,The Social Contract,philosophy,Contested,,,https://conyso.com/lawtome/laws/the-social-contract/
886,the-categorical-imperative,The Categorical Imperative,philosophy,Contested,1785,Immanuel Kant,https://conyso.com/lawtome/laws/the-categorical-imperative/
887,the-harm-principle,The Harm Principle,philosophy,Heuristic,1859,John Stuart Mill,https://conyso.com/lawtome/laws/the-harm-principle/
888,the-general-will,The General Will,philosophy,Contested,1762,Jean-Jacques Rousseau,https://conyso.com/lawtome/laws/the-general-will/
889,natural-rights,Natural Rights,philosophy,Contested,,,https://conyso.com/lawtome/laws/natural-rights/
890,the-separation-of-powers,The Separation of Powers,philosophy,Heuristic,1748,Montesquieu,https://conyso.com/lawtome/laws/the-separation-of-powers/
891,the-state-of-nature,The State of Nature,philosophy,Heuristic,,,https://conyso.com/lawtome/laws/the-state-of-nature/
892,the-difference-principle,The Difference Principle,philosophy,Contested,1971,John Rawls,https://conyso.com/lawtome/laws/the-difference-principle/
893,negative-and-positive-liberty,Negative and Positive Liberty,philosophy,Heuristic,1958,Isaiah Berlin,https://conyso.com/lawtome/laws/negative-and-positive-liberty/
894,the-noble-lie,The Noble Lie,philosophy,Contested,,,https://conyso.com/lawtome/laws/the-noble-lie/
895,the-invisible-hand,The Invisible Hand,economics,Contested,1776,Adam Smith,https://conyso.com/lawtome/laws/the-invisible-hand/
896,the-original-position,The Original Position,philosophy,Contested,1971,John Rawls,https://conyso.com/lawtome/laws/the-original-position/
897,the-marketplace-of-ideas,The Marketplace of Ideas,philosophy,Contested,,,https://conyso.com/lawtome/laws/the-marketplace-of-ideas/
898,anomie,Anomie,sociology,Empirical,,,https://conyso.com/lawtome/laws/anomie/
899,the-looking-glass-self,The Looking-Glass Self,sociology,Empirical,1902,Charles Horton Cooley,https://conyso.com/lawtome/laws/the-looking-glass-self/
900,social-capital,Social Capital,sociology,Contested,,,https://conyso.com/lawtome/laws/social-capital/
901,the-protestant-ethic,The Protestant Ethic,sociology,Contested,1905,Max Weber,https://conyso.com/lawtome/laws/the-protestant-ethic/
902,conspicuous-consumption,Conspicuous Consumption,sociology,Empirical,1899,Thorstein Veblen,https://conyso.com/lawtome/laws/conspicuous-consumption/
903,cultural-hegemony,Cultural Hegemony,sociology,Contested,,Antonio Gramsci,https://conyso.com/lawtome/laws/cultural-hegemony/
904,the-iron-cage,The Iron Cage,sociology,Heuristic,,Max Weber,https://conyso.com/lawtome/laws/the-iron-cage/
905,the-division-of-labor,The Division of Labor,sociology,Empirical,1893,Émile Durkheim,https://conyso.com/lawtome/laws/the-division-of-labor/
906,moral-panic,Moral Panic,sociology,Empirical,1972,,https://conyso.com/lawtome/laws/moral-panic/
907,the-presentation-of-self,The Presentation of Self,sociology,Empirical,,Erving Goffman,https://conyso.com/lawtome/laws/the-presentation-of-self/
908,collective-effervescence,Collective Effervescence,sociology,Empirical,1912,Émile Durkheim,https://conyso.com/lawtome/laws/collective-effervescence/
909,social-facts,Social Facts,sociology,Empirical,1895,Émile Durkheim,https://conyso.com/lawtome/laws/social-facts/
910,verstehen,Verstehen,sociology,Heuristic,,,https://conyso.com/lawtome/laws/verstehen/
911,the-mind-body-problem,The Mind-Body Problem,philosophy,Contested,,,https://conyso.com/lawtome/laws/the-mind-body-problem/
912,dualism,Dualism,philosophy,Contested,,,https://conyso.com/lawtome/laws/dualism/
913,the-hard-problem-of-consciousness,The Hard Problem of Consciousness,philosophy,Contested,1995,David Chalmers,https://conyso.com/lawtome/laws/the-hard-problem-of-consciousness/
914,qualia,Qualia,philosophy,Contested,1929,,https://conyso.com/lawtome/laws/qualia/
915,physicalism,Physicalism,philosophy,Contested,,,https://conyso.com/lawtome/laws/physicalism/
916,functionalism,Functionalism,philosophy,Contested,,,https://conyso.com/lawtome/laws/functionalism/
